id,subscription_type,m_revenue,join_date,last_payment,country,age,gender,device_type,plan_duration
1398,Basic,13,04-06-23,20-06-23,Germany,40,Female,Laptop,1 Month
1399,Basic,10,29-10-22,02-07-23,Australia,40,Male,Smart TV,1 Month
1400,Basic,11,06-09-21,08-06-22,Canada,35,Female,Laptop,1 Month
1401,Premium,14,13-10-22,21-02-23,Spain,44,Female,Laptop,1 Month
1402,Standard,11,18-02-22,12-09-22,United Kingdom,32,Male,Smart TV,1 Month
1403,Basic,12,10-02-22,06-06-22,France,49,Male,Tablet,1 Month
1404,Basic,13,29-06-22,11-02-23,United States,46,Female,Laptop,1 Month
1405,Basic,11,30-01-22,03-09-22,France,33,Female,Laptop,1 Month
1406,Premium,18,29-06-23,02-07-23,Australia,41,Female,Smartphone,1 Month
1407,Basic,9,26-07-22,07-12-22,Australia,33,Female,Smartphone,1 Month
1408,Basic,12,04-02-23,14-07-23,United Kingdom,34,Female,Laptop,1 Month
1409,Premium,17,04-04-22,23-12-22,Brazil,26,Male,Laptop,1 Month
1410,Premium,18,10-11-21,14-05-22,Spain,30,Female,Tablet,1 Month
1411,Basic,9,01-09-22,02-11-22,France,44,Male,Smart TV,1 Month
1412,Basic,12,16-10-21,25-05-22,Mexico,46,Male,Tablet,1 Month
1413,Basic,11,04-01-23,11-07-23,Spain,29,Female,Smartphone,1 Month
1414,Standard,15,20-02-23,12-07-23,Australia,31,Female,Smartphone,1 Month
1415,Basic,11,23-07-22,04-04-23,Italy,32,Female,Tablet,1 Month
1416,Basic,10,18-11-21,06-07-22,United States,29,Male,Smart TV,1 Month
1417,Basic,10,06-05-23,05-07-23,Germany,35,Female,Tablet,1 Month
1418,Standard,15,10-12-22,10-05-23,Spain,43,Female,Smartphone,1 Month
1419,Standard,11,22-08-22,26-12-22,Italy,51,Male,Smartphone,1 Month
1420,Basic,11,12-05-22,02-06-22,Canada,37,Female,Laptop,1 Month
1421,Premium,15,18-04-22,28-05-22,Spain,40,Female,Smart TV,1 Month
1422,Premium,18,10-12-21,28-07-22,Spain,50,Female,Laptop,1 Month
1423,Basic,10,21-02-22,04-06-22,Australia,34,Female,Smartphone,1 Month
1424,Premium,17,27-10-22,07-07-23,Canada,51,Female,Smartphone,1 Month
1425,Standard,14,12-06-23,12-07-23,France,34,Male,Laptop,1 Month
1426,Basic,12,31-05-23,13-07-23,Germany,51,Female,Tablet,1 Month
1427,Basic,10,09-09-22,13-04-23,Canada,40,Male,Tablet,1 Month
1428,Basic,11,25-12-22,16-05-23,Canada,32,Female,Smartphone,1 Month
1429,Basic,11,20-12-22,10-07-23,Spain,50,Female,Laptop,1 Month
1430,Basic,12,23-12-21,26-09-22,Italy,38,Male,Tablet,1 Month
1431,Basic,9,03-08-22,29-11-22,Italy,34,Female,Smart TV,1 Month
1432,Standard,15,27-02-22,28-05-22,United States,45,Female,Laptop,1 Month
1433,Basic,13,13-02-22,19-08-22,France,33,Male,Laptop,1 Month
1434,Basic,10,28-02-23,31-05-23,Australia,38,Male,Tablet,1 Month
1435,Standard,13,18-02-22,10-08-22,Brazil,38,Female,Laptop,1 Month
1436,Standard,13,27-07-22,13-12-22,Spain,48,Female,Laptop,1 Month
1437,Premium,16,31-12-21,10-08-22,United Kingdom,47,Male,Smart TV,1 Month
1438,Premium,17,02-06-22,27-12-22,Spain,32,Female,Smart TV,1 Month
1439,Premium,16,17-04-22,22-01-23,Mexico,41,Female,Smart TV,1 Month
1440,Basic,12,10-03-23,12-07-23,Germany,37,Female,Smartphone,1 Month
1441,Basic,9,10-03-22,04-08-22,France,40,Female,Smartphone,1 Month
1442,Basic,10,05-12-22,30-06-23,United States,30,Male,Smartphone,1 Month
1443,Basic,12,10-06-23,13-07-23,Brazil,37,Male,Smartphone,1 Month
1444,Premium,18,14-07-22,30-05-23,United States,47,Female,Smartphone,1 Month
1445,Premium,15,24-12-21,07-04-22,Canada,49,Female,Laptop,1 Month
1446,Premium,15,13-06-22,09-04-23,Italy,28,Male,Laptop,1 Month
1447,Premium,18,27-10-21,27-05-22,France,46,Female,Smartphone,1 Month
1448,Premium,14,25-02-23,25-06-23,Australia,33,Male,Smartphone,1 Month
1449,Basic,11,31-07-22,09-05-23,Italy,50,Male,Smartphone,1 Month
1450,Premium,18,30-09-21,18-08-22,Australia,37,Male,Smart TV,1 Month
1451,Basic,10,25-06-23,26-06-23,Germany,36,Female,Smart TV,1 Month
1452,Premium,15,04-02-23,02-07-23,Australia,48,Male,Laptop,1 Month
1453,Basic,12,27-06-22,19-11-22,United States,43,Male,Laptop,1 Month
1454,Basic,11,03-02-22,14-03-22,France,34,Female,Laptop,1 Month
1455,Standard,12,12-02-22,25-05-22,Spain,48,Female,Tablet,1 Month
1456,Standard,14,13-10-21,15-07-22,Italy,43,Male,Smartphone,1 Month
1457,Basic,13,11-06-22,02-11-22,United Kingdom,28,Male,Tablet,1 Month
1458,Basic,11,17-04-22,04-11-22,Canada,44,Female,Laptop,1 Month
1459,Standard,12,29-01-22,24-02-22,Spain,43,Male,Laptop,1 Month
1460,Standard,11,03-09-21,10-02-22,Australia,39,Male,Smartphone,1 Month
1461,Standard,14,27-09-21,05-08-22,United States,43,Male,Smartphone,1 Month
1462,Basic,13,25-01-23,11-04-23,Italy,48,Female,Smart TV,1 Month
1463,Premium,17,17-08-22,12-06-23,United Kingdom,48,Female,Laptop,1 Month
1464,Premium,14,15-12-22,26-06-23,Italy,40,Male,Laptop,1 Month
1465,Basic,10,30-10-21,14-06-22,Australia,31,Male,Smart TV,1 Month
1466,Basic,13,15-03-22,23-04-22,Australia,48,Male,Smartphone,1 Month
1467,Premium,18,02-09-22,26-04-23,Spain,26,Female,Smart TV,1 Month
1468,Basic,12,14-12-22,11-07-23,Canada,35,Male,Smart TV,1 Month
1469,Standard,15,03-03-23,16-06-23,Italy,32,Male,Tablet,1 Month
1470,Premium,14,17-06-23,08-07-23,France,28,Female,Smart TV,1 Month
1471,Premium,17,18-05-22,13-05-23,United Kingdom,32,Male,Smartphone,1 Month
1472,Standard,14,23-04-22,07-04-23,Germany,40,Female,Smart TV,1 Month
1473,Basic,11,06-02-22,30-03-22,Canada,49,Male,Smartphone,1 Month
1474,Standard,15,15-11-21,09-02-22,Germany,36,Male,Smartphone,1 Month
1475,Basic,12,05-06-23,04-07-23,United States,51,Female,Tablet,1 Month
1476,Premium,18,12-12-21,25-03-22,Italy,26,Male,Smart TV,1 Month
1477,Basic,12,06-04-22,17-01-23,Canada,46,Female,Tablet,1 Month
1478,Standard,13,21-01-22,30-03-22,United States,42,Female,Laptop,1 Month
1479,Standard,15,12-10-21,26-12-21,Spain,28,Female,Tablet,1 Month
1480,Basic,12,02-11-21,27-04-22,Canada,30,Male,Tablet,1 Month
1481,Standard,15,18-01-23,07-03-23,Mexico,51,Female,Smartphone,1 Month
1482,Premium,14,07-05-22,12-08-22,United States,46,Female,Laptop,1 Month
1483,Basic,10,26-03-22,19-01-23,United Kingdom,36,Male,Tablet,1 Month
1484,Premium,16,24-11-21,29-04-22,Australia,40,Female,Smartphone,1 Month
1485,Basic,10,24-09-21,02-12-21,Spain,51,Male,Tablet,1 Month
1486,Standard,14,18-09-21,25-01-22,France,27,Male,Tablet,1 Month
1487,Premium,18,26-12-21,16-03-22,Mexico,50,Female,Smart TV,1 Month
1488,Standard,13,21-08-22,27-03-23,United States,49,Male,Tablet,1 Month
1489,Standard,13,10-11-22,25-05-23,Italy,29,Male,Laptop,1 Month
1490,Basic,13,10-01-22,26-05-22,Spain,50,Female,Tablet,1 Month
1491,Standard,15,12-11-22,06-05-23,Germany,36,Male,Tablet,1 Month
1492,Standard,12,08-12-21,15-02-22,Canada,30,Male,Smartphone,1 Month
1493,Basic,13,14-10-21,14-12-21,Australia,48,Female,Laptop,1 Month
1494,Basic,13,07-06-23,08-07-23,Brazil,34,Male,Smartphone,1 Month
1495,Standard,12,29-12-21,25-10-22,United States,38,Male,Laptop,1 Month
1496,Premium,18,18-11-22,26-01-23,Germany,33,Female,Smartphone,1 Month
1497,Premium,18,19-10-22,20-06-23,Spain,28,Male,Smartphone,1 Month
1498,Basic,9,23-05-22,14-02-23,Canada,42,Female,Laptop,1 Month
1499,Standard,15,05-02-23,11-07-23,Mexico,38,Female,Laptop,1 Month
1500,Premium,14,24-02-22,30-09-22,Spain,45,Female,Smart TV,1 Month
1501,Basic,9,16-09-21,10-07-22,Canada,31,Male,Smartphone,1 Month
1502,Basic,10,17-04-23,11-07-23,Germany,39,Female,Tablet,1 Month
1503,Standard,14,18-04-23,26-06-23,Mexico,26,Male,Laptop,1 Month
1504,Premium,14,06-07-22,28-06-23,Spain,39,Female,Smartphone,1 Month
1505,Standard,12,30-06-22,06-12-22,United Kingdom,35,Male,Laptop,1 Month
1506,Premium,17,03-06-22,23-05-23,Spain,32,Female,Smart TV,1 Month
1507,Standard,14,05-11-21,15-10-22,Brazil,38,Female,Laptop,1 Month
1508,Basic,12,21-07-22,27-10-22,France,26,Male,Laptop,1 Month
1509,Standard,15,23-08-22,13-07-23,Mexico,45,Female,Laptop,1 Month
1510,Basic,12,03-05-23,23-06-23,Spain,29,Female,Smartphone,1 Month
1511,Standard,11,12-06-22,27-02-23,Italy,46,Male,Smartphone,1 Month
1512,Standard,13,07-07-22,24-10-22,United Kingdom,36,Female,Smart TV,1 Month
1513,Basic,10,08-09-21,19-12-21,Italy,30,Female,Smartphone,1 Month
1514,Premium,14,26-05-22,25-09-22,Mexico,27,Male,Smart TV,1 Month
1515,Basic,13,14-11-21,05-05-22,United States,36,Female,Smartphone,1 Month
1516,Basic,12,09-11-22,20-06-23,Brazil,47,Male,Tablet,1 Month
1517,Premium,17,22-08-22,05-03-23,Canada,41,Male,Smart TV,1 Month
1518,Basic,13,28-05-23,20-06-23,Australia,51,Male,Smartphone,1 Month
1519,Premium,15,28-07-22,01-07-23,Germany,49,Male,Smartphone,1 Month
1520,Standard,14,28-04-22,18-09-22,France,43,Female,Smartphone,1 Month
1521,Premium,18,16-09-22,26-06-23,Brazil,33,Female,Smart TV,1 Month
1522,Basic,10,25-01-22,15-05-22,United Kingdom,31,Female,Laptop,1 Month
1523,Standard,14,19-11-21,30-07-22,Spain,44,Male,Smartphone,1 Month
1524,Basic,9,17-06-22,16-02-23,Brazil,33,Male,Laptop,1 Month
1525,Premium,16,06-07-22,22-12-22,Australia,49,Female,Smart TV,1 Month
1526,Basic,12,12-04-22,20-02-23,Australia,39,Female,Smartphone,1 Month
1527,Premium,18,21-12-21,11-11-22,United States,35,Male,Laptop,1 Month
1528,Standard,12,04-03-23,08-04-23,Canada,47,Female,Tablet,1 Month
1529,Basic,9,09-02-23,20-06-23,France,28,Male,Smartphone,1 Month
1530,Basic,12,15-10-21,13-02-22,Germany,35,Male,Smartphone,1 Month
1531,Standard,14,17-10-21,19-08-22,United Kingdom,37,Female,Smartphone,1 Month
1532,Premium,15,11-06-22,08-06-23,United Kingdom,51,Male,Laptop,1 Month
1533,Standard,13,14-08-22,26-10-22,Germany,37,Female,Smart TV,1 Month
1534,Standard,13,03-12-22,05-03-23,Italy,38,Male,Tablet,1 Month
1535,Standard,15,22-01-22,07-09-22,Italy,46,Male,Smart TV,1 Month
1536,Standard,13,25-11-21,17-10-22,France,42,Male,Tablet,1 Month
1537,Standard,15,13-11-21,29-01-22,United States,45,Male,Smart TV,1 Month
1538,Standard,14,18-01-22,28-12-22,United States,46,Female,Tablet,1 Month
1539,Standard,13,20-09-21,16-08-22,United Kingdom,32,Female,Tablet,1 Month
1540,Basic,9,30-11-21,10-07-22,United Kingdom,48,Female,Smart TV,1 Month
1541,Standard,12,26-06-23,03-07-23,United Kingdom,30,Female,Smart TV,1 Month
1542,Premium,16,27-12-22,09-06-23,United States,28,Male,Laptop,1 Month
1543,Premium,15,03-06-22,07-03-23,United Kingdom,46,Female,Laptop,1 Month
1544,Premium,17,22-03-22,28-11-22,Spain,50,Female,Laptop,1 Month
1545,Premium,16,05-04-22,10-10-22,Australia,27,Male,Laptop,1 Month
1546,Standard,11,26-09-22,10-07-23,Spain,28,Female,Smartphone,1 Month
1547,Standard,14,29-06-22,16-04-23,United Kingdom,51,Female,Smartphone,1 Month
1548,Premium,16,06-09-22,22-10-22,United States,47,Female,Laptop,1 Month
1549,Basic,12,09-06-22,17-05-23,Brazil,43,Male,Smart TV,1 Month
1550,Standard,15,24-04-22,08-12-22,United Kingdom,44,Female,Laptop,1 Month
1551,Standard,13,07-01-23,27-06-23,Italy,30,Male,Smartphone,1 Month
1552,Standard,15,14-12-22,25-05-23,France,45,Male,Smart TV,1 Month
1553,Basic,9,15-06-23,27-06-23,France,51,Female,Smartphone,1 Month
1554,Standard,15,26-05-22,04-11-22,United Kingdom,40,Female,Smart TV,1 Month
1555,Premium,15,17-02-22,11-10-22,Australia,39,Female,Smart TV,1 Month
1556,Basic,9,30-11-21,11-06-22,France,36,Female,Smartphone,1 Month
1557,Standard,15,07-09-22,17-01-23,Mexico,39,Male,Smart TV,1 Month
1558,Standard,12,14-03-23,14-07-23,Spain,26,Female,Smartphone,1 Month
1559,Basic,13,12-06-22,13-07-22,United States,49,Female,Laptop,1 Month
1560,Standard,11,04-12-21,23-09-22,Brazil,37,Male,Tablet,1 Month
1561,Standard,11,20-07-22,27-03-23,Spain,40,Female,Laptop,1 Month
1562,Basic,12,26-06-23,29-06-23,Canada,49,Male,Smartphone,1 Month
1563,Premium,17,31-12-21,07-03-22,Spain,46,Male,Laptop,1 Month
1564,Premium,16,23-10-21,03-02-22,France,35,Female,Smart TV,1 Month
1565,Basic,12,16-05-22,02-05-23,United Kingdom,44,Male,Tablet,1 Month
1566,Premium,14,21-10-21,08-02-22,Italy,40,Male,Smartphone,1 Month
1567,Basic,12,11-01-23,20-06-23,Mexico,49,Female,Tablet,1 Month
1568,Premium,15,06-07-22,16-02-23,United States,39,Male,Smartphone,1 Month
1569,Standard,15,11-04-23,06-07-23,Mexico,38,Female,Laptop,1 Month
1570,Basic,10,20-03-22,01-08-22,Mexico,31,Female,Laptop,1 Month
1571,Basic,12,07-04-22,01-12-22,Canada,40,Female,Smartphone,1 Month
1572,Standard,14,12-06-23,21-06-23,Spain,36,Male,Laptop,1 Month
1573,Standard,15,05-04-22,24-08-22,France,29,Male,Laptop,1 Month
1574,Basic,12,01-02-23,28-06-23,Germany,26,Female,Tablet,1 Month
1575,Basic,10,30-11-22,30-06-23,Canada,30,Male,Smartphone,1 Month
1576,Basic,13,09-02-22,21-08-22,Canada,46,Female,Tablet,1 Month
1577,Basic,11,27-09-22,08-04-23,Mexico,44,Male,Laptop,1 Month
1578,Basic,12,21-08-22,27-06-23,Mexico,49,Female,Laptop,1 Month
1579,Basic,13,19-05-22,17-05-23,Canada,27,Male,Laptop,1 Month
1580,Standard,12,07-09-21,24-08-22,France,37,Male,Smart TV,1 Month
1581,Basic,9,05-04-23,13-07-23,United Kingdom,26,Female,Smartphone,1 Month
1582,Standard,11,10-01-22,07-08-22,Spain,42,Male,Smartphone,1 Month
1583,Basic,11,20-05-23,23-06-23,United Kingdom,47,Male,Smart TV,1 Month
1584,Standard,12,06-06-23,11-07-23,United Kingdom,41,Female,Tablet,1 Month
1585,Basic,11,10-04-22,18-10-22,France,33,Male,Smartphone,1 Month
1586,Standard,11,09-06-23,08-07-23,Italy,44,Male,Smartphone,1 Month
1587,Standard,14,02-03-22,23-04-22,France,26,Female,Tablet,1 Month
1588,Basic,9,21-10-21,04-04-22,Spain,40,Female,Smart TV,1 Month
1589,Basic,11,21-07-22,24-05-23,Spain,31,Female,Laptop,1 Month
1590,Premium,15,02-11-22,27-02-23,Australia,43,Female,Laptop,1 Month
1591,Basic,12,03-04-22,07-05-22,United States,43,Female,Smartphone,1 Month
1592,Basic,12,17-03-23,13-07-23,Germany,38,Female,Smart TV,1 Month
1593,Basic,13,14-05-22,10-02-23,Brazil,44,Female,Smartphone,1 Month
1594,Premium,16,17-04-22,20-08-22,United States,29,Male,Smartphone,1 Month
1595,Basic,13,21-09-21,10-06-22,Spain,27,Female,Smart TV,1 Month
1596,Standard,15,06-12-21,15-03-22,Mexico,46,Male,Laptop,1 Month
1597,Premium,14,14-02-23,04-07-23,Spain,37,Female,Laptop,1 Month
1598,Premium,18,11-12-22,08-06-23,Canada,35,Female,Laptop,1 Month
1599,Basic,13,25-03-23,08-06-23,United Kingdom,27,Male,Smart TV,1 Month
1600,Standard,13,31-12-21,02-04-22,Canada,51,Female,Smartphone,1 Month
1601,Standard,14,16-10-22,09-05-23,United Kingdom,45,Male,Smartphone,1 Month
1602,Basic,9,31-01-22,18-03-22,United States,33,Female,Smartphone,1 Month
1603,Basic,11,24-01-23,25-06-23,Mexico,40,Female,Tablet,1 Month
1604,Basic,10,04-02-23,07-05-23,Canada,30,Male,Smart TV,1 Month
1605,Premium,18,19-05-23,24-06-23,United Kingdom,47,Male,Smart TV,1 Month
1606,Basic,11,02-08-22,17-05-23,Canada,39,Male,Tablet,1 Month
1607,Standard,12,20-02-23,28-06-23,Germany,37,Female,Smartphone,1 Month
1608,Basic,10,26-01-23,01-05-23,Brazil,27,Male,Laptop,1 Month
1609,Premium,17,03-01-23,23-06-23,United States,33,Male,Smartphone,1 Month
1610,Basic,9,16-04-22,14-06-22,Germany,41,Male,Smartphone,1 Month
1611,Premium,14,17-06-23,04-07-23,Australia,50,Female,Tablet,1 Month
1612,Basic,10,29-10-22,22-04-23,United Kingdom,33,Male,Tablet,1 Month
1613,Basic,10,31-08-22,21-06-23,United States,49,Male,Laptop,1 Month
1614,Premium,18,20-01-23,30-06-23,Canada,42,Female,Smart TV,1 Month
1615,Premium,14,05-03-22,24-01-23,United States,50,Female,Smartphone,1 Month
1616,Premium,16,28-04-22,23-01-23,Brazil,38,Female,Laptop,1 Month
1617,Premium,15,07-09-22,04-06-23,Australia,50,Female,Laptop,1 Month
1618,Premium,16,20-10-22,25-06-23,Spain,32,Female,Smartphone,1 Month
1619,Premium,16,15-08-22,29-06-23,France,33,Female,Laptop,1 Month
1620,Basic,12,26-04-22,17-11-22,Australia,49,Male,Laptop,1 Month
1621,Standard,15,04-06-23,11-07-23,United States,41,Male,Tablet,1 Month
1622,Standard,15,03-04-22,06-12-22,Canada,50,Female,Smart TV,1 Month
1623,Standard,11,27-03-22,31-01-23,Spain,31,Male,Tablet,1 Month
1624,Premium,15,14-01-23,01-07-23,Mexico,28,Male,Laptop,1 Month
1625,Basic,13,17-10-21,03-08-22,Canada,46,Male,Tablet,1 Month
1626,Premium,17,31-01-22,13-06-22,Spain,45,Male,Smart TV,1 Month
1627,Premium,18,21-05-22,22-07-22,Germany,46,Female,Smartphone,1 Month
1628,Premium,16,12-04-22,24-09-22,Spain,35,Male,Smart TV,1 Month
1629,Premium,15,08-01-22,31-05-22,Australia,41,Female,Smartphone,1 Month
1630,Standard,12,17-05-22,19-07-22,United Kingdom,36,Female,Laptop,1 Month
1631,Premium,18,13-06-23,12-07-23,France,49,Male,Laptop,1 Month
1632,Basic,13,24-08-22,06-07-23,Australia,49,Female,Smart TV,1 Month
1633,Premium,16,17-03-23,27-06-23,Germany,49,Female,Laptop,1 Month
1634,Premium,17,01-08-22,21-06-23,United Kingdom,42,Female,Tablet,1 Month
1635,Premium,18,12-03-23,21-04-23,Germany,43,Female,Smart TV,1 Month
1636,Standard,14,25-02-22,30-08-22,Australia,46,Male,Smartphone,1 Month
1637,Basic,11,28-06-22,09-05-23,United Kingdom,30,Female,Laptop,1 Month
1638,Standard,15,22-08-22,17-11-22,United Kingdom,50,Female,Laptop,1 Month
1639,Standard,14,24-11-22,12-07-23,United Kingdom,30,Male,Smartphone,1 Month
1640,Basic,10,07-09-22,22-10-22,Spain,29,Female,Tablet,1 Month
1641,Standard,15,06-12-22,12-07-23,Germany,30,Female,Smart TV,1 Month
1642,Basic,9,13-07-22,27-10-22,Germany,48,Female,Smartphone,1 Month
1643,Basic,9,13-04-22,07-07-22,Germany,51,Female,Tablet,1 Month
1644,Premium,15,19-12-22,10-07-23,Italy,33,Female,Laptop,1 Month
1645,Basic,10,15-10-21,05-10-22,United States,33,Male,Tablet,1 Month
1646,Standard,11,19-09-22,07-07-23,Brazil,42,Female,Smart TV,1 Month
1647,Basic,10,14-05-23,11-07-23,Mexico,42,Female,Tablet,1 Month
1648,Standard,14,08-01-22,08-02-22,Brazil,39,Female,Laptop,1 Month
1649,Standard,15,29-12-21,21-08-22,Canada,29,Male,Smartphone,1 Month
1650,Standard,11,10-11-22,06-07-23,United Kingdom,38,Male,Smartphone,1 Month
1651,Premium,14,15-04-23,05-07-23,United States,48,Female,Laptop,1 Month
1652,Basic,11,31-01-22,25-03-22,Mexico,26,Male,Smartphone,1 Month
1653,Standard,11,07-06-23,26-06-23,Australia,27,Female,Tablet,1 Month
1654,Premium,17,27-06-22,30-01-23,Mexico,49,Male,Tablet,1 Month
1655,Premium,17,29-05-23,08-07-23,United States,36,Male,Laptop,1 Month
1656,Standard,11,07-12-22,19-02-23,France,27,Female,Smartphone,1 Month
1657,Standard,12,29-12-21,21-06-22,Brazil,48,Male,Smart TV,1 Month
1658,Basic,13,20-01-23,21-06-23,Spain,51,Male,Laptop,1 Month
1659,Basic,13,11-03-23,13-07-23,France,45,Female,Smart TV,1 Month
1660,Standard,13,22-05-23,09-07-23,Italy,32,Female,Laptop,1 Month
1661,Standard,15,11-03-23,22-06-23,United Kingdom,31,Male,Smart TV,1 Month
1662,Basic,9,03-11-22,30-06-23,Brazil,48,Female,Laptop,1 Month
1663,Basic,12,03-01-23,03-07-23,Australia,47,Female,Tablet,1 Month
1664,Basic,9,08-07-22,14-05-23,Mexico,47,Female,Smartphone,1 Month
1665,Basic,11,27-06-23,22-06-23,Spain,43,Male,Smart TV,1 Month
1666,Basic,13,20-01-23,12-07-23,Canada,27,Female,Tablet,1 Month
1667,Premium,15,12-07-22,03-02-23,United States,32,Female,Tablet,1 Month
1668,Basic,11,25-09-21,14-01-22,Australia,41,Female,Laptop,1 Month
1669,Premium,18,26-10-21,23-06-22,Germany,29,Female,Smart TV,1 Month
1670,Standard,11,01-11-21,06-02-22,Canada,26,Female,Laptop,1 Month
1671,Basic,12,24-04-22,30-08-22,Brazil,36,Male,Laptop,1 Month
1672,Standard,11,30-10-22,28-05-23,Italy,29,Male,Smart TV,1 Month
1673,Premium,15,18-04-22,20-10-22,United States,44,Male,Smart TV,1 Month
1674,Standard,12,29-06-22,08-04-23,United States,33,Male,Smartphone,1 Month
1675,Standard,13,19-03-23,24-06-23,Spain,35,Female,Laptop,1 Month
1676,Premium,16,30-10-22,31-05-23,United Kingdom,27,Male,Smartphone,1 Month
1677,Standard,11,30-10-21,17-09-22,United States,42,Male,Smartphone,1 Month
1678,Premium,16,07-06-23,06-07-23,Australia,36,Female,Smartphone,1 Month
1679,Standard,14,07-07-22,17-06-23,Mexico,42,Female,Laptop,1 Month
1680,Premium,17,25-02-23,26-06-23,Spain,35,Male,Tablet,1 Month
1681,Basic,9,09-09-22,20-02-23,Canada,38,Male,Smart TV,1 Month
1682,Premium,14,17-03-23,25-06-23,Spain,32,Female,Smartphone,1 Month
1683,Premium,16,19-11-21,03-06-22,United States,44,Male,Laptop,1 Month
1684,Basic,9,24-09-21,26-05-22,Australia,51,Male,Smartphone,1 Month
1685,Standard,15,17-04-22,14-10-22,United Kingdom,51,Female,Tablet,1 Month
1686,Basic,11,06-05-22,01-08-22,France,46,Male,Smart TV,1 Month
1687,Premium,17,02-01-23,12-07-23,United States,41,Female,Smartphone,1 Month
1688,Standard,14,15-03-23,13-06-23,United States,26,Female,Smartphone,1 Month
1689,Standard,12,25-09-21,03-04-22,Australia,26,Male,Laptop,1 Month
1690,Standard,11,29-09-21,02-12-21,Germany,42,Female,Tablet,1 Month
1691,Basic,13,11-10-21,29-06-22,Canada,30,Male,Smartphone,1 Month
1692,Premium,15,04-09-21,01-05-22,United States,26,Male,Smartphone,1 Month
1693,Standard,15,24-09-21,05-07-22,Canada,38,Female,Tablet,1 Month
1694,Standard,13,23-02-23,30-06-23,France,51,Male,Laptop,1 Month
1695,Standard,14,30-09-21,15-05-22,Brazil,26,Female,Smartphone,1 Month
1696,Premium,14,10-04-22,31-08-22,United States,49,Female,Laptop,1 Month
1697,Premium,16,08-08-22,06-12-22,Canada,32,Male,Smart TV,1 Month
1698,Standard,15,11-06-22,05-12-22,United States,28,Male,Tablet,1 Month
1699,Premium,16,04-11-21,28-11-21,Canada,39,Female,Laptop,1 Month
1700,Premium,16,11-03-22,02-10-22,Mexico,47,Male,Smartphone,1 Month
1701,Premium,16,17-06-22,10-10-22,Canada,43,Male,Tablet,1 Month
1702,Premium,15,10-11-22,25-05-23,France,28,Male,Smart TV,1 Month
1703,Premium,15,09-03-23,14-07-23,Canada,48,Female,Tablet,1 Month
1704,Standard,13,12-04-22,17-09-22,United States,31,Male,Smart TV,1 Month
1705,Premium,18,21-04-23,21-06-23,Canada,41,Female,Tablet,1 Month
1706,Standard,11,15-06-23,02-07-23,Italy,44,Female,Smart TV,1 Month
1707,Basic,11,15-05-22,26-02-23,Spain,31,Male,Laptop,1 Month
1708,Standard,14,19-11-22,08-03-23,Mexico,26,Male,Smartphone,1 Month
1709,Standard,12,19-09-22,30-12-22,Australia,29,Female,Tablet,1 Month
1710,Basic,9,08-06-22,08-06-23,Germany,33,Male,Smart TV,1 Month
1711,Premium,15,15-05-23,27-06-23,France,29,Male,Smartphone,1 Month
1712,Standard,14,25-02-23,31-05-23,France,46,Female,Laptop,1 Month
1713,Premium,16,02-04-22,08-08-22,United Kingdom,49,Male,Smart TV,1 Month
1714,Basic,12,19-09-22,02-12-22,Spain,48,Male,Laptop,1 Month
1715,Basic,11,07-04-23,01-07-23,United States,35,Male,Smart TV,1 Month
1716,Standard,15,18-06-23,22-06-23,Mexico,45,Male,Tablet,1 Month
1717,Basic,10,06-07-22,30-11-22,United States,44,Female,Tablet,1 Month
1718,Standard,15,20-11-21,17-09-22,United States,38,Female,Laptop,1 Month
1719,Standard,12,29-07-22,13-11-22,Spain,26,Female,Laptop,1 Month
1720,Premium,17,14-02-23,13-07-23,Canada,36,Male,Laptop,1 Month
1721,Premium,15,09-04-23,16-05-23,France,27,Male,Smart TV,1 Month
1722,Standard,13,15-06-23,11-07-23,Germany,30,Male,Smart TV,1 Month
1723,Premium,16,07-09-22,07-10-22,United Kingdom,33,Female,Tablet,1 Month
1724,Basic,9,23-04-23,11-07-23,Spain,50,Male,Smart TV,1 Month
1725,Premium,14,10-06-23,09-07-23,Italy,51,Female,Smartphone,1 Month
1726,Premium,18,22-04-23,04-07-23,Spain,34,Male,Smartphone,1 Month
1727,Standard,11,26-06-22,25-05-23,Germany,32,Female,Smartphone,1 Month
1728,Standard,11,24-10-21,16-06-22,Mexico,31,Male,Smartphone,1 Month
1729,Standard,14,08-08-22,23-06-23,Mexico,44,Male,Smart TV,1 Month
1730,Standard,14,14-06-22,30-11-22,United Kingdom,38,Female,Smart TV,1 Month
1731,Premium,14,08-04-22,02-09-22,United States,44,Male,Laptop,1 Month
1732,Basic,11,26-08-22,23-04-23,Canada,26,Male,Smartphone,1 Month
1733,Standard,11,06-10-21,09-08-22,Australia,49,Male,Smartphone,1 Month
1734,Basic,9,07-09-21,14-12-21,Australia,33,Female,Tablet,1 Month
1735,Standard,13,28-10-22,28-06-23,Australia,33,Male,Smart TV,1 Month
1736,Basic,10,14-06-22,17-05-23,Germany,35,Female,Smart TV,1 Month
1737,Premium,17,19-01-22,18-03-22,Canada,44,Female,Tablet,1 Month
1738,Standard,14,07-02-23,21-06-23,Italy,30,Male,Laptop,1 Month
1739,Premium,15,17-10-22,30-06-23,United States,30,Female,Smart TV,1 Month
1740,Basic,10,23-09-21,27-06-22,France,49,Male,Laptop,1 Month
